title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
림 오브 더 월드,-2019,"['코미디 , 액션 , SF']",1시간 39분,McG,63%,5.2 (23k),5.2,230,"외계인이 지구를 침공했다. 여름 캠프장에 고립된 네 명의 10대, 그들에게 떨어진 위험천만한 임무. 성격도 관심사도 제각각인데, 똘똘 뭉쳐서 세상을 구할 수 있으려나?",https://images.justwatch.com/poster/130458784/s592
상처의 해석,-2019,"['스릴러 , 공포 , 드라마']",1시간 34분,Babak Anvari,46%,4.0 (18k),4,180,"바텐더 윌은 술집에 떨어진 휴대폰을 집으로 가져온다. 그 휴대폰에 저장된 끔찍한 사진, 윌에게 전송되는 불길한 메시지. 그날부터 악몽 같은 사건들이 이어진다.",https://images.justwatch.com/poster/150682144/s592
더 레이싱: 불타는 서킷,-2020,"['코미디 , 액션 , Made in Europe']",1시간 40분,Hallvard Bræin,60%,5.1 (2k),5.1,20,"결혼식 당일, 약혼녀의 전 여친 로빈을 맞닥뜨린 로이. 신부를 향해 경주하는 대결에서 이 여자한테 1등을 뺏기고, 약혼녀도 뺏긴다. 연인을 되찾을 방법은 하나. 유명한 독일 뉘르부르크링 트랙에서 레이스로 로빈을 이겨라.",https://images.justwatch.com/poster/241524781/s592
우리는 모두 어른이 될 수 없었다,-2021,"['드라마 , 로맨스']",2시간 4분,Yoshihiro Mori,70%,6.5,6.5,1,페이스북에서 우연히 보게 된 옛사랑 그녀의 얼굴. 이 작은 우연이 막연히 살고 있는 40대의 나를 과거로 데려간다. 내가 지금보다는 조금 더 반짝였던 90년대 그 시절로.,https://images.justwatch.com/poster/255305967/s592
늑대소년,-2012,"['판타지 , 로맨스 , 드라마']",2시간 2분,Jo Sung-hee,82%,7.3 (7k),7.3,70,"요양 차 가족들과 한적한 마을로 이사 간 소녀는 어둠 속에 몸을 숨긴 의문의 늑대소년을 발견한다. 야생의 눈빛으로 사람 같지 않은 행동을 보이는 소년에게 왠지 마음이 쓰이는 소녀는 먹을 것을 보고 기다리는 법, 옷 입는 법, 글을 읽고 쓰는 법 등 소년에게 세상에서 살아가는 방법들을 하나씩 가르쳐준다. 태어나 처음으로 자신을 향해 손을 내밀어준 소녀에게 애틋한 감정이 싹트는 소년.  그러던 어느 날 예기치 못한 위기 속에 소년의 숨겨져 있던 위험한 본성이 드러나고, 소년은 순식간에 마을 사람들에게 두려움과 공포의 대상이 되어버리는데……",https://images.justwatch.com/poster/189837997/s592
자체발광 제시카 제임스,-2017,"['로맨스 , 코미디']",1시간 23분,Jim Strouse,70%,6.5 (7k),6.5,70,뉴욕시에서 극작가로 일하는 주인공 제시카. 끔찍한 이별을 겪은 후 의욕 없이 지나가던 그녀의 일상은 앱 디자이너 이혼남을 만나면서 바뀌기 시작한다.,https://images.justwatch.com/poster/12953858/s592
뱀파이어 vs 브롱크스,-2020,"['코미디 , 공포']",1시간 26분,Oz Rodriguez,65%,5.7 (9k),5.7,90,"사람들이 사라지고 있다. 월세를 올리는 건물주 때문에, 그리고 뱀파이어 때문에? 배짱 넘치는 세 아이가 브롱크스를 위협하는 음모에 맞선다. 어디 한번 붙어보자고!",https://images.justwatch.com/poster/209001481/s592
이탈리안 레이스,-2016,"['드라마 , 스포츠 , Made in Europe']",1시간 59분,Matteo Rovere,80%,7.2 (5k),7.2,50,F1 경기를 치르고 있는 17세 소녀 드라이버 줄리아. 감독인 그녀의 아버지가 경기 직후 가슴 통증을 호소하다 급작스럽게 죽음을 맞이한다. ?그리고 장례식장에 모인 줄리아와 그의 어린 남동생 앞에 망나니처럼 보이는 낯선 친 오빠가 등장하면서 더욱 위기에 빠지고 사설 레이싱 게임인 “이탈리안 레이스”에 참가하게 되는데…… 포기 할 줄 모르는 두 남매의 질주가 시작된다!,https://images.justwatch.com/poster/77551870/s592
이상한 나라의 앨릭스,-2018,"['드라마 , 코미디 , 로맨스']",1시간 39분,Craig Johnson,71%,6.3 (16k),6.3,160,"여자친구와 첫날밤을 앞둔 10대 소년 앨릭스. 마음의 준비는 끝났고! 호텔도 잡았고! 그러나 계획에 차질이 생긴다. 앨릭스의 마음을 사로잡은, 그 남자 때문에.",https://images.justwatch.com/poster/66434172/s592
말하지 못한 이야기: 브레이킹 포인트,-2021,"['다큐멘터리 , 스포츠']",1시간 19분,"Chapman Way ,  Maclain Way",84%,7.6 (2k),7.6,20,"미국의 스타 테니스 선수 마디 피시. 우승 부담이 초래한 정신적 문제로 코트와 일상에서 어려움을 겪지만, 손에서 라켓을 놓을 수는 없다. 세상은 승자에게 패배를 허락하지 않으니까.",https://images.justwatch.com/poster/261183684/s592
헬 페스트,-2018,"['공포 , 스릴러']",1시간 29분,Gregory Plotkin,62%,5.5 (16k),5.5,160,"세계적인 호러 축제 ‘헬 페스트’ 그곳에 즐기러 간 10대들은 쇼인지 리얼인지 구분할 수 없는 살인을 목격하게 되고, 살아남기 위해 무엇이 진짜인지 찾아내야 하는데… [워킹 데드] 제작진의 죽여주는 페스티벌이 시작된다!",https://images.justwatch.com/poster/93342406/s592
상티넬,-2021,"['스릴러 , 드라마 , 액션 , 범죄']",1시간 20분,Julien Leclercq,62%,4.7 (7k),4.7,70,"상처는 한 번이면 충분하다. 중동에서 군사 작전 중 트라우마를 입고 귀국한 클라라. 하지만 불온한 지중해의 공기는 그녀를 치유해 주지 못하는데. 가족이 다치고 평화에 균열이 생기는 순간, 훈련된 전사의 본능이 눈을 뜬다.",https://images.justwatch.com/poster/245030748/s592
옥중룡,-1990,"['범죄 , 액션']",1시간 37분,Kent Cheng Jak-Si,65%,6,6,1,"아호, 영일, 망과는 감옥에서 사귄 친구들이다. 출감한 영일은 영국으로 유학가고, 아호는 애인 소혜와 결혼하고 가계를 차린다. 그러나 건달 마초가 찾아와 괴롭히자 망과의 중재로 아호도 건달패의 일원이 되고 점차 마약에 빠져든다. 변호사가 되서 돌아온 영일은 아호의 비정상적인 생활을 비난하고, 아호는 친구를 위해 마약을 끊지만 마초는 계속 그를 괴롭힌다. 결국 마초는 소혜를 겁탈해서 죽이고, 아호가 살인범으로 체포된다. 변호를 맡은 영일은 망과와 함께 목격자를 찾아나서는데...",https://images.justwatch.com/poster/191896268/s592
이별 조작단,-2018,['코미디'],1시간 22분,"Jackie van Beek ,  Madeleine Sami",62%,5.9 (5k),5.9,50,"열정이 식었다. 이별은 두렵다. 사랑을 끝내고 싶은 고객을 위해 이별을 대행하는 진과 멜. 하지만 멜이 점점 죄책감을 느끼면서, 둘의 우정이 끝장날 위기에 처한다.",https://images.justwatch.com/poster/94930528/s592
마담 클로드,-2021,"['드라마 , 범죄 , 로맨스']",1시간 52분,Sylvie Verheyde,63%,5.4 (3k),5.4,30,60년대 파리. 유명 인사들을 상대로 고급 매춘조직을 운영하는 마담 클로드. 우아한 이미지로 포장된 그녀의 제국은 상류층뿐 아니라 지하 세계까지 뻗어있다. 영원히 번성할 것 같았던 제국은 그러나 한 여성의 등장으로 흔들리기 시작한다.,https://images.justwatch.com/poster/243841829/s592
폴링 인 러브,-2019,"['코미디 , 로맨스']",1시간 38분,Roger Kumble,68%,5.6 (18k),5.6,180,뜻밖의 행운! 뉴질랜드 시골의 호텔을 거머쥔 샌프란시스코의 커리어 우먼. 그녀가 매력 만점의 인테리어업자와 호텔 수리에 나선다. 그녀는 도시의 삶을 잊을 수 있을까?,https://images.justwatch.com/poster/144309901/s592
페이트: 윙스의 전설 - 애프터파티,-2021,"['Reality TV , 코미디 , 판타지']",31min,Joe Guidry,81%,6.2,6.2,1,"요정들이여 모여라! 화제의 드라마 출연진들에게 듣는 촬영 뒷이야기. 그뿐인가? 화끈한 닭 날개가 걸린 게임도 하고, 테일러 톰린슨은 마법 사용의 나쁜 예를 알려준다고?",https://images.justwatch.com/poster/242238237/s592
두 오버,-2016,"['코미디 , 액션']",1시간 48분,Steven Brill,64%,5.7 (44k),5.7,440,옛 친구의 권유를 받아들여 자신이 죽은 듯 가장한 한 은행 지점장. 이제 모험으로 가득한 그의 인생이 시작된다.,https://images.justwatch.com/poster/9649481/s592
쏜다,-2007,"['액션 , 코미디 , 드라마']",1시간 58분,Park Jung-woo,74%,6.7,6.7,1,"성실하고 착하게 살아온 박만수 인생에 어느 날 갑자기 아내는 “함께 사는 게 재미없다”며 이혼을 요구하고 회사는 “유도리 없다”고 정리해고를 통보한다. 하루 아침에 모든 것이 무너져 버린 박만수는 평생 최선을 다해 모범적으로 살아온 인생이 억울하기만 하다. 그 때 마침 담벼락의 “소변금지”란 말에 화가 치밀어 오른 박만수는 생전 처음으로 “금지” 행위인 노상방뇨를 저지르지만, 하필 그 곳은 파출소 담벼락! 박만수는 그만 현행범으로 체포된다. 한편, 양철곤은 제멋대로 하루 하루 살아가지만 실은 병든 어머니 병원비를 위해 죄짓고 제 발로 교도소 가는 불량백수다. 이번에도 철곤은 무전취식에 고성방가로 상가를 통째로 뒤 업고 제 발로 파출소를 찾아가지만 웬 노상방뇨범 때문에 경찰들이 좀체 관심을 보이지 않는다. 오늘 반드시 먹여주고 재워주는 최고의 안식처, 교도소에 들어가야 하는 양철곤은 소심한 노상방뇨범과 경쟁이라도 하듯 파출소에서 난동을 부리기 시작한다.",https://images.justwatch.com/poster/138966347/s592
데스노트: 더 뉴 월드,-2016,"['판타지 , 스릴러 , 액션 , 드라마 , 공포 , SF , 범죄']",2시간 15분,Shinsuke Sato,67%,5.8 (2k),5.8,20,"‘키라’와 ‘L’의 죽음 10년 후, 지구 곳곳에서는 이유를 알 수 없는 죽음이 번져가기 시작한다.  사라진 ‘데스노트’와 연관이 있음을 직감한 일본 경시청은 데스노트 특별수사 대책 본부를 세우고,  데스노트를 이용한 범죄와의 전면전을 선포한다.  그러던 중 일본 도쿄 한복판에서 많은 사람들이 동시다발적으로 사망하는 사건이 발생한다.  그와 동시에 의문의 해커로부터 자신이 키라라는 바이러스 메시지가 퍼지면서,  여섯 권의 데스노트가 다시 나타났음을 알게 된다.  여섯 권의 데스노트를 모두 손에 넣어 세상을 지배하려는 의문의 해커 ‘시엔’을 막기 위해  천재적인 추리력을 지닌 ‘류자키’와 데스노트 특별수사팀 팀장 ‘미시마’가 수사에 박차를 가하게 되면서  이들은 피할 수 없는 대결을 하게 되는데...  여섯 권의 데스노트 차지할 것인가, 빼앗길 것인가! 전쟁은 다시 시작됐다!",https://images.justwatch.com/poster/8754587/s592
제8일의 밤,-2021,"['스릴러 , 공포']",1시간 55분,Kim Tae-hyoung,66%,5.3 (2k),5.3,20,"놈이 온다. 인간을 사로잡아 세상을 지옥으로 만들 그것. 수천 년 된 영혼이 깨어나는 것을 막아야 한다. 이런 운명을 타고난 승려가 움직인다. 한 손에는 염주, 한 손에는 도끼를 들고!",https://images.justwatch.com/poster/246867732/s592
투와이스 본,-2012,"['드라마 , Made in Europe , 다큐멘터리 , 전쟁 , 로맨스']",2시간 7분,Sergio Castellitto,80%,7.4,7.4,1,"1984년, 논문 준비를 위해 사라예보로 여행을 떠난 젬마.  가이드 고히코의 소개로 다양한 사람들과 우정을 쌓던 그녀는 연하의 사진작가 디에고와 운명 같은 사랑에 빠진다. 디에고의 아이를 간절히 원했지만 뜻대로 되지 않았던 젬마는 다른 여자의 몸을 빌리기로 하고 운명의 날을 맞이 하지만  설상가상으로 내전이 일어난 사라예보를 도망치듯 떠난다.  두 번째 여행, 엄마로 다시 태어나다 2012년, 새로운 가정을 꾸리고 행복한 삶을 살고 있는 젬마.  오랜 친구인 고히코의 연락을 받고 디에고의 사진전을 보기 위해 아들 피에트로와 함께 사라예보를 다시 찾는다.  그리고 그곳에서 젬마는 그날의 충격적인 진실과 마주하게 된다.",https://images.justwatch.com/poster/93755068/s592
더 나은 선택,-2015,"['SF , 드라마 , 가족']",1시간 32분,Jennifer Phang,67%,6.2 (5k),6.2,50,젊은 사람들을 우대하는 의생물공학 회사에서 자신의 일자리를 지키기 위해 한 중년 여성이 극단적 실험 절차를 감수하게 된다,https://images.justwatch.com/poster/665479/s592
"마일즈 데이비스, 쿨 재즈의 탄생",-2019,"['다큐멘터리 , 음악']",1시간 56분,Stanley Nelson,80%,7.4 (1k),7.4,10,"마일즈 데이비스를 수식하는 단어는 무궁무진하다. 트럼펫 연주자, 밴드 리더, 혁신가, 고상한, 허영심 많은, 지식인, 훌륭한, 변덕스러운, 천재, ‘멋짐‘의 화신, 심장을 아프게 만들 정도로 아름다운 소리를 낼 줄 아는 음악인. 지금까지 공개된 적 없는 영상과 편집됐던 녹음 파일, 보기 드문 사진을 담은 이 영화는 독보적인 재능을 가진 한 남자의 트럼펫 뒤의 삶을 그린다.?",https://images.justwatch.com/poster/105821369/s592
루킹 글라스,-2018,"['스릴러 , 드라마']",1시간 43분,Tim Hunter,53%,4.6 (6k),4.6,60,"6살짜리 딸을 사고로 잃은 레이와 매기 부부는  새로운 곳에서 새 출발을 하기 위해 사막에 있는 모텔을 산다.  레이는 우연히 모텔 10번 방과 이어지는 비밀 통로를 발견하고 밤마다 그곳에 가 몰래 손님들을 지켜본다.  그러던 어느 날 모텔에 묵었던 손님이 사막에서 시신으로 발견되고,  이후로 레이와 매기의 주변에서는 계속 이상한 일이 벌어지는데…",https://images.justwatch.com/poster/66500446/s592
택시 2,-2000,"['코미디 , Made in Europe , 액션 , 범죄']",1시간 28분,G?rard Krawczyk,71%,6.5 (54k),6.5,540,택시 기사가 천직인 다니엘은 여자 친구 릴리의 집에 초대돼 프랑스 군 사령관인 아버지와 수다를 떨다 일본 국방부 장관의 영접에 늦어버린 릴리의 아버지를 태우고 공항으로 향한다. 이곳에서 다니엘은 다시 에밀리앙을 만난다.  프랑스 정부와 중요한 협정에 조인하는 임무를 맡은 일본 국방부 장관은 테러 방지와 진압 분야에서 프랑스의 노하우를 시찰하려는 목적도 있다.  그러나 작전 도중 일본 국방부 장관이 실제로 야쿠자에게 납치 당하고 에밀리앙이 사랑하는 상관 페트라도 납치되는데...,https://images.justwatch.com/poster/94785497/s592
판더믹,-2016,"['액션 , 공포 , SF , 스릴러']",1시간 31분,John Suits,55%,4.4 (9k),4.4,90,의사 로렌은 뉴욕의 몰락 이후 LA로 이동하여 생존자를 구출하고 아울러 자신의 가족들도 구하려고 한다. 그녀는 구조팀이 되어 다른 생존자를 구하려 출동한 워드 박사 일행을 구출하기 위해 출동한다. ?로렌과 구조 인원들은 보호복을 착용하고 카메라를 장착하지만 생존자들을 구출하기 위한 무모하리만큼 어려운 도전에 직면하게 된다. 무차별적인 감염자들의 공격으로부터 워드 박사팀을 구출하는 것은 목숨을 건 도전이었다.  감염자들의 공격이 있은 후 로렌은 일반적인 의사와는 다른 행동을 보이게 되고 사실은 자신은 의사가 아니고 주운 신분증으로 로렌의 흉내를 내며 LA에 있는 가족을 살리기 위해 어쩔 수 없는 선택이었음을 고백하고 용서를 구한다. 불의의 사망자가 나오고 구조팀은 어쩔 수 없이 로렌의 가족을 구하기 위해 그녀의 집으로 가게 되지만 이미 감염이 진행중인 딸아이를 발견하게 된다. 과연 그토록 구하고자 했던 자식이 좀비로 변해가는 상황을 과연 그녀는 어떻게 극복할 수 있을런지…,https://images.justwatch.com/poster/66943659/s592
